transaction_id,purchase_price,product_value,product_name,first_name,last_name,email,gender,customer_country,client_country
96,8.24,15.64,Chicken Meat,Kile,Van den Broek,kvandenbroek2n@list-manage.com,Male,Philippines,Philippines
97,8.92,11.36,Flour,Alwin,Tourmell,atourmell2o@irs.gov,Male,Brazil,Brazil
98,7.46,13.43,Beef,Magnum,Gianolo,mgianolo2p@ustream.tv,Male,Brazil,Brazil
99,4.51,10.73,Eggs,Karlie,Scott,kscott2q@usa.gov,Female,Philippines,Philippines
100,7.23,12.36,Chicken Meat,Kathleen,Piggins,kpiggins2r@zdnet.com,Female,Philippines,Philippines
101,2.34,18.89,Apples,Kaela,Kelbie,kkelbie2s@icio.us,Female,Philippines,Philippines
102,1.18,18.37,Eggs,Celestyn,Kochs,ckochs2t@google.it,Female,Brazil,Brazil
103,4.2,11.09,Flour,Terese,Leete,tleete2u@buzzfeed.com,Female,Brazil,Brazil
104,4.7,10.27,Milk,Tonye,Remon,tremon2v@ox.ac.uk,Female,Brazil,Brazil
105,3.62,14.63,Flour,Marjy,Fawlo,mfawlo2w@cbsnews.com,Female,,
106,5.13,17.03,Apples,Prinz,Elderbrant,pelderbrant2x@blogspot.com,Male,,
107,5.28,18.09,Oranges,Kippie,Sumpton,ksumpton2y@slideshare.net,Female,,
108,1.04,10.03,Beef,Bunnie,Presnell,bpresnell2z@naver.com,Female,Philippines,Philippines
109,1.04,17.23,Milk,Saree,Morrowe,smorrowe30@tripadvisor.com,Female,Brazil,Brazil
110,4.7,11.01,Chicken Meat,Frazier,Anand,fanand31@ft.com,Male,Brazil,Brazil
111,1.12,15.15,Milk,Johnna,Choke,jchoke32@goo.gl,Female,Brazil,Brazil
112,5.92,16.35,Oranges,Ferdinand,Laurenty,flaurenty33@sohu.com,Male,Brazil,Brazil
113,5.73,17.84,Chicken Meat,Ulric,Pole,upole34@google.nl,Male,United States,United States
114,5.37,14.61,Milk,Paton,Cuthbert,pcuthbert35@dailymotion.com,Male,Philippines,Philippines
115,5.74,16.04,Eggs,Francois,Hurrion,fhurrion36@cisco.com,Male,Philippines,Philippines
116,4.86,16.56,Chicken Meat,Mufi,Aleveque,maleveque37@cornell.edu,Female,United States,United States
117,8.92,10.09,Apples,Eden,Hinchcliffe,ehinchcliffe38@ca.gov,Female,United States,United States
118,6.12,11.94,Oranges,Jarred,Message,jmessage39@addtoany.com,Male,Brazil,Brazil
119,4.88,14.04,Eggs,Meredith,Cicculi,mcicculi3a@shutterfly.com,Male,United States,United States
120,1.02,14.21,Oranges,Peta,McCrossan,pmccrossan3b@tuttocitta.it,Female,Brazil,Brazil
121,6.06,16.62,Beef,Georgie,Beausang,gbeausang3c@seattletimes.com,Agender,United States,United States
122,2.68,10.02,Chicken Meat,Angel,Rafferty,arafferty3d@tmall.com,Male,Brazil,Brazil
123,6.2,15.98,Milk,Ruddie,Van den Oord,rvandenoord3e@phoca.cz,Male,Philippines,Philippines
124,5.21,18.42,Flour,Nolly,Karpets,nkarpets3f@hostgator.com,Male,Brazil,Brazil
125,2.56,14.88,Oranges,Lyman,Itzig,litzig3g@t-online.de,Male,Philippines,Philippines
126,1.3,14.69,Beef,Wolfy,Doniso,wdoniso3h@google.cn,Male,United States,United States
127,4.01,18.57,Chicken Meat,Humberto,Eakins,heakins3i@cam.ac.uk,Male,Brazil,Brazil
128,4.14,16.16,Apples,Cairistiona,Arp,carp3j@state.tx.us,Female,United States,United States
129,6.98,11.32,Beef,Fayette,Dyott,fdyott3k@hc360.com,Female,Brazil,Brazil
130,6.95,13.9,Apples,Cord,Muschette,cmuschette3l@wunderground.com,Male,Philippines,Philippines
131,8.05,14.01,Apples,Athena,Dyos,adyos3m@un.org,Female,Brazil,Brazil
132,5.34,16.8,Milk,Carolynn,Leopold,cleopold3n@wix.com,Female,Brazil,Brazil
133,4.56,12.71,Beef,Keen,Wimbridge,kwimbridge3o@bbb.org,Male,Philippines,Philippines
134,8.52,17.17,Wine,Marsh,Gippes,mgippes3p@icq.com,Agender,Brazil,Brazil
135,1.36,12.97,Chicken Meat,Torrance,Albon,talbon3q@purevolume.com,Male,United States,United States
136,3.76,13.12,Wine,Bertrand,Toplis,btoplis3r@vistaprint.com,Genderqueer,United States,United States
137,7.87,11.8,Chicken Meat,Arnold,Hardy-Piggin,ahardypiggin3s@howstuffworks.com,Male,,
138,7.23,14.5,Chicken Meat,Dew,Belfitt,dbelfitt3t@howstuffworks.com,Male,Brazil,Brazil
139,4.41,14.31,Chicken Meat,Wolf,Hutchason,whutchason3u@cnn.com,Male,Brazil,Brazil
140,4.58,14.54,Chicken Meat,Hadlee,Ionnisian,hionnisian3v@printfriendly.com,Male,Brazil,Brazil
141,8.05,13.46,Milk,Emilie,Redmell,eredmell3w@topsy.com,Female,Brazil,Brazil
142,7.57,18.07,Beef,Caldwell,Dener,cdener3x@vinaora.com,Male,Philippines,Philippines
143,1.56,14.28,Apples,Eugenie,Carl,ecarl3y@geocities.com,Female,Brazil,Brazil
144,6.42,17.1,Apples,Melita,Plowes,mplowes3z@yellowpages.com,Female,Philippines,Philippines
145,2.05,12.07,Flour,Britni,Bunce,bbunce40@dedecms.com,Female,Philippines,Philippines
146,8.72,10.6,Apples,Wolfie,Dalley,wdalley41@hibu.com,Male,Philippines,Philippines
147,2.72,13.86,Oranges,Lorens,Eversley,leversley42@hibu.com,Male,,
148,1.35,12.25,Milk,Hester,Ashe,hashe43@miitbeian.gov.cn,Female,United States,United States
149,4.82,17.14,Flour,Enrika,Riediger,eriediger44@cornell.edu,Female,Philippines,Philippines
150,4.49,12.85,Wine,Gillan,Clelle,gclelle45@squarespace.com,Female,United States,United States
151,4.29,11.19,Eggs,Ellerey,MacKaig,emackaig46@google.ru,Male,Brazil,Brazil
152,4.12,16.3,Chicken Meat,Aridatha,Casse,acasse47@examiner.com,Female,United States,United States
153,4.12,17.02,Milk,Debor,Elcy,delcy48@techcrunch.com,Female,Philippines,Philippines
154,8.52,14.98,Beef,Jordan,Mayte,jmayte49@barnesandnoble.com,Male,,
155,4.9,16.57,Apples,Amargo,Grahl,agrahl4a@drupal.org,Female,Philippines,Philippines
156,8.83,15.32,Beef,Viola,Ambrogioli,vambrogioli4b@instagram.com,Female,,
157,5.08,16.19,Oranges,Gaye,Shipsey,gshipsey4c@howstuffworks.com,Female,Brazil,Brazil
158,6.9,11.95,Eggs,Rhetta,Goodbarne,rgoodbarne4d@miitbeian.gov.cn,Female,Brazil,Brazil
159,7.29,17.18,Eggs,Joseito,Threader,jthreader4e@blogspot.com,Male,United States,United States
160,2.28,17.33,Apples,Yolande,Metts,ymetts4f@hud.gov,Female,,
161,2.38,11.04,Milk,Myrilla,Westfalen,mwestfalen4g@prnewswire.com,Female,United States,United States
162,1.09,14.19,Chicken Meat,Phyllida,McGregor,pmcgregor4h@quantcast.com,Female,Philippines,Philippines
163,1.18,14.4,Chicken Meat,Mavra,Gong,mgong4i@mapquest.com,Female,United States,United States
164,5.06,15.04,Apples,Thorn,Sprowle,tsprowle4j@elpais.com,Male,Brazil,Brazil
165,6.72,17.3,Oranges,Kendricks,Branche,kbranche4k@yolasite.com,Male,Philippines,Philippines
166,1.3,11.05,Oranges,Sisely,Robus,srobus4l@cargocollective.com,Female,Philippines,Philippines
167,2.83,15.4,Chicken Meat,Alison,Dory,adory4m@craigslist.org,Female,Brazil,Brazil
168,7.11,10.54,Eggs,Angie,Hustler,ahustler4n@topsy.com,Female,Brazil,Brazil
169,5.23,15.85,Oranges,Lexis,Lytle,llytle4o@nytimes.com,Female,Philippines,Philippines
170,4.18,10.83,Eggs,Gareth,Tant,gtant4p@bandcamp.com,Male,Philippines,Philippines
171,4.49,11.22,Beef,Esmeralda,Martensen,emartensen4q@google.pl,Female,,
172,5.59,16.07,Flour,Colan,Amy,camy4r@oakley.com,Male,Philippines,Philippines
173,7.21,18.45,Flour,Sisile,Nelhams,snelhams4s@e-recht24.de,Female,Brazil,Brazil
174,3.68,15.26,Flour,Gilli,Prestage,gprestage4t@harvard.edu,Female,Philippines,Philippines
175,4.42,17.53,Apples,Roscoe,Diggins,rdiggins4u@google.de,Male,Philippines,Philippines
176,3.98,11.56,Wine,Stefano,Feige,sfeige4v@usa.gov,Male,Philippines,Philippines
177,5.64,17.44,Chicken Meat,Cissiee,Ord,cord4w@google.com.au,Female,Philippines,Philippines
178,3.91,18.23,Beef,Rosabel,Magee,rmagee4x@seesaa.net,Female,,
179,3.13,14.04,Oranges,Lizzie,Vasilyevski,lvasilyevski4y@marriott.com,Female,United States,United States
180,6.39,12.92,Chicken Meat,Carole,Brisbane,cbrisbane4z@unblog.fr,Female,Philippines,Philippines
181,3.53,14.19,Milk,Osbourn,Abys,oabys50@twitter.com,Male,Philippines,Philippines
182,7.83,17.82,Flour,Fonzie,Ramage,framage51@smh.com.au,Male,Philippines,Philippines
183,5.52,15.76,Oranges,Gabi,Pimley,gpimley52@ocn.ne.jp,Male,Brazil,Brazil
184,2.48,17.22,Wine,Rebbecca,Chaundy,rchaundy53@rambler.ru,Female,Brazil,Brazil
185,1.85,18.88,Apples,Bronny,Wroughton,bwroughton54@g.co,Genderqueer,Brazil,Brazil
186,7.55,13.95,Apples,Gusta,Grindrod,ggrindrod55@histats.com,Female,United States,United States
187,2.68,12.25,Eggs,Fulvia,Svanetti,fsvanetti56@blogger.com,Agender,Philippines,Philippines
188,5.5,13.67,Flour,Bianca,Dellenty,bdellenty57@blogtalkradio.com,Female,Brazil,Brazil
189,4.83,16.94,Chicken Meat,Corette,Detoc,cdetoc58@japanpost.jp,Female,Philippines,Philippines
190,4.54,14.24,Beef,Sloane,Couser,scouser59@marketwatch.com,Male,Brazil,Brazil
191,6.9,16.06,Apples,Ameline,Garrigan,agarrigan5a@slate.com,Female,Philippines,Philippines
192,6.69,16.78,Beef,Nealon,Ridgwell,nridgwell5b@g.co,Male,Philippines,Philippines
193,7.16,18.33,Beef,Worden,Blayney,wblayney5c@creativecommons.org,Male,United States,United States
194,1.21,18.43,Apples,Zulema,Bachura,zbachura5d@altervista.org,Female,Philippines,Philippines
195,6.51,18.16,Milk,Micki,Coult,mcoult5e@nhs.uk,Female,United States,United States
196,5.02,14.1,Chicken Meat,Jacynth,Geraldi,jgeraldi5f@home.pl,Female,Brazil,Brazil
197,6.9,18.82,Oranges,Boycey,Oppie,boppie5g@nhs.uk,Male,Brazil,Brazil
198,2.97,14.11,Oranges,Friederike,Mathewes,fmathewes5h@redcross.org,Female,Brazil,Brazil
199,5.12,16.81,Apples,Juanita,Strongman,jstrongman5i@senate.gov,Female,Philippines,Philippines
200,8.64,11.17,Beef,Noak,Scawn,nscawn5j@yahoo.co.jp,Male,Philippines,Philippines
201,2.15,14.84,Beef,Lind,Kenryd,lkenryd5k@addtoany.com,Female,,
202,8.8,13.77,Chicken Meat,Brigitte,Beeho,bbeeho5l@umich.edu,Genderqueer,Philippines,Philippines
203,7.88,15.43,Beef,Eadie,Alpin,ealpin5m@ftc.gov,Female,Brazil,Brazil
204,1.89,16.81,Eggs,Sibilla,Jansson,sjansson5n@discuz.net,Female,Brazil,Brazil
205,5.1,15.45,Flour,Dennet,Longmead,dlongmead5o@ocn.ne.jp,Polygender,Brazil,Brazil
206,1.98,18.83,Beef,Sally,Klaaasen,sklaaasen5p@phpbb.com,Female,United States,United States
207,4.92,18.39,Chicken Meat,Natalina,De Giorgio,ndegiorgio5q@example.com,Female,United States,United States
208,6.23,14.99,Oranges,Beitris,Buesnel,bbuesnel5r@ustream.tv,Female,Philippines,Philippines
209,4.08,10.4,Apples,Bank,Greenhall,bgreenhall5s@icio.us,Male,United States,United States
210,8.34,12.25,Chicken Meat,Diarmid,Tewkesberry,dtewkesberry5t@independent.co.uk,Male,Philippines,Philippines
211,4.99,17.42,Oranges,Myrle,Giscken,mgiscken5u@slate.com,Female,Philippines,Philippines
212,2.55,16.64,Apples,Milena,Fourman,mfourman5v@deviantart.com,Female,United States,United States
213,1.15,13.19,Eggs,Boothe,Bullman,bbullman5w@linkedin.com,Male,United States,United States
214,6.12,10.7,Milk,Prue,Haville,phaville5x@parallels.com,Female,Philippines,Philippines
215,2.52,11.07,Eggs,Leanna,Faircley,lfaircley5y@goodreads.com,Female,United States,United States
216,7.52,12.53,Chicken Meat,Anya,Hazeman,ahazeman5z@webmd.com,Female,Philippines,Philippines
217,8.48,12.2,Eggs,Bee,Fardy,bfardy60@people.com.cn,Female,United States,United States
218,5.35,15.61,Flour,Giorgi,Lulham,glulham61@google.ca,Male,Philippines,Philippines
219,4.98,10.75,Oranges,Merralee,Doale,mdoale62@ow.ly,Female,Philippines,Philippines
220,8.57,14.94,Wine,Auberon,Asser,aasser63@hao123.com,Male,Philippines,Philippines
221,7.9,14.93,Wine,Saloma,Hicken,shicken64@ameblo.jp,Female,United States,United States
222,8.51,13.83,Beef,Robbin,Beneze,rbeneze65@wikia.com,Female,Philippines,Philippines
223,7.52,13.25,Eggs,Rand,Rean,rrean66@hp.com,Male,Brazil,Brazil
224,7.53,12.31,Chicken Meat,Willi,Giacobelli,wgiacobelli67@blog.com,Female,Brazil,Brazil
225,8.35,16.28,Milk,Marlowe,Daborne,mdaborne68@netvibes.com,Male,,
226,4.6,15.55,Wine,Fan,Blanchette,fblanchette69@qq.com,Female,Brazil,Brazil
227,2.68,18.27,Milk,Izabel,Wharby,iwharby6a@unc.edu,Female,Philippines,Philippines
228,5.69,17.88,Flour,Lida,Fabry,lfabry6b@paginegialle.it,Female,Philippines,Philippines
229,3.66,13.19,Eggs,Neile,Barrus,nbarrus6c@clickbank.net,Female,United States,United States
230,5.08,11.44,Apples,Nada,Mico,nmico6d@seesaa.net,Female,Philippines,Philippines
231,2.97,17.79,Eggs,Julee,McCorkindale,jmccorkindale6e@weebly.com,Female,Philippines,Philippines
232,3.91,10.04,Flour,Walden,Hyne,whyne6f@barnesandnoble.com,Male,Philippines,Philippines
233,6.72,12.83,Oranges,Michaelina,Dyter,mdyter6g@kickstarter.com,Female,Philippines,Philippines
234,1.75,14.74,Milk,Antonius,Mulles,amulles6h@webs.com,Agender,Brazil,Brazil
235,6.18,12.67,Wine,Burnard,Primarolo,bprimarolo6i@cafepress.com,Male,Brazil,Brazil
236,1.71,17.37,Eggs,Harrison,Belden,hbelden6j@goo.ne.jp,Male,Philippines,Philippines
237,2.02,17.42,Chicken Meat,Richardo,Flook,rflook6k@storify.com,Male,Brazil,Brazil
238,4.75,10.92,Chicken Meat,Kurtis,Station,kstation6l@blogger.com,Male,Philippines,Philippines
239,1.13,11.17,Chicken Meat,Bartholomeo,Smalley,bsmalley6m@ihg.com,Male,Brazil,Brazil
240,7.42,14.56,Flour,Rivalee,Bottby,rbottby6n@ucoz.ru,Female,United States,United States
241,7.03,12.01,Chicken Meat,Isidro,McKeighan,imckeighan6o@vinaora.com,Male,United States,United States
242,7.56,11.47,Flour,Benedicta,Jasik,bjasik6p@state.gov,Female,Philippines,Philippines
243,5.42,12.07,Chicken Meat,Lian,Iiannone,liiannone6q@census.gov,Female,Philippines,Philippines
244,7.55,16.8,Chicken Meat,Zuzana,Jeandel,zjeandel6r@cyberchimps.com,Female,Philippines,Philippines
245,3.19,18.51,Beef,Devy,Straun,dstraun6s@google.com.hk,Male,Philippines,Philippines
246,8.68,13.31,Flour,Linell,Birtwistle,lbirtwistle6t@aol.com,Female,United States,United States
247,2.56,15.96,Apples,Horton,Willford,hwillford6u@jigsy.com,Male,Brazil,Brazil
248,1.37,15.08,Flour,Zack,Winsper,zwinsper6v@si.edu,Genderqueer,United States,United States
249,8.69,17.27,Apples,Lilyan,Gair,lgair6w@ucsd.edu,Female,Philippines,Philippines
250,2.74,18.44,Flour,Gualterio,Sarten,gsarten6x@homestead.com,Male,Philippines,Philippines
251,8.58,10.42,Oranges,Byrle,Oxlade,boxlade6y@economist.com,Male,,
252,5.19,18.08,Flour,Kitti,Charle,kcharle6z@liveinternet.ru,Female,Philippines,Philippines
253,2.81,10.31,Oranges,Ignacius,Flowerdew,iflowerdew70@bandcamp.com,Male,United States,United States
254,1.82,15.7,Eggs,Anetta,Ewings,aewings71@columbia.edu,Female,,
255,5.66,11.26,Wine,Aretha,Jenken,ajenken72@yellowbook.com,Female,Brazil,Brazil
256,5.27,16.56,Chicken Meat,Wells,Dundendale,wdundendale73@go.com,Male,Brazil,Brazil
257,2.07,13.49,Beef,Dagmar,McCorry,dmccorry74@cdbaby.com,Female,,
258,8.08,14.76,Apples,Petrina,Tome,ptome75@senate.gov,Female,Brazil,Brazil
259,1.11,11.59,Oranges,Lindon,Moy,lmoy76@csmonitor.com,Male,,
260,3.61,14.35,Chicken Meat,Sherry,Vaan,svaan77@gmpg.org,Female,Brazil,Brazil
261,7.73,14.29,Apples,Jayme,Birtles,jbirtles78@abc.net.au,Male,Brazil,Brazil
262,2.93,11.43,Flour,Jarrett,Rattenberie,jrattenberie79@army.mil,Male,Philippines,Philippines
263,7.4,11.45,Chicken Meat,Pernell,Mahony,pmahony7a@cyberchimps.com,Male,Philippines,Philippines
264,2.72,12.86,Beef,Issi,Blodgett,iblodgett7b@edublogs.org,Bigender,Brazil,Brazil
265,6.19,18.33,Flour,Merrill,Caston,mcaston7c@discovery.com,Male,Brazil,Brazil
266,1.2,15.5,Chicken Meat,Ange,Orniz,aorniz7d@house.gov,Genderqueer,Brazil,Brazil
267,1.6,14.63,Oranges,Randie,Collingham,rcollingham7e@blogspot.com,Female,Brazil,Brazil
268,3.58,14.43,Beef,Frankie,Wendover,fwendover7f@yahoo.co.jp,Male,Philippines,Philippines
269,8.72,14.08,Chicken Meat,Nealson,Webb,nwebb7g@irs.gov,Male,Philippines,Philippines
270,8.74,11.62,Flour,Susy,Ruberry,sruberry7h@shop-pro.jp,Female,,
271,5.21,18.03,Chicken Meat,Powell,Darville,pdarville7i@dagondesign.com,Male,Philippines,Philippines
272,3.91,13.91,Beef,Saudra,Simonard,ssimonard7j@who.int,Female,Brazil,Brazil
273,6.64,16.46,Chicken Meat,Janella,Cadlock,jcadlock7k@zimbio.com,Female,,
274,5.64,15.3,Wine,Leeann,MacGibbon,lmacgibbon7l@discovery.com,Female,Brazil,Brazil
